track_id,track_name,image_url
3DlM7Wmirw96FVBMPLeaSD,Rompe Rodillas,https://i.scdn.co/image/ab67616d0000b273c2c485cbbdea40f4908bf357
3DlyHvU6blSBCJqzlJlVFK,Everybody's Changing,https://i.scdn.co/image/ab67616d0000b2733ed7f5bfbaa00a3825740773
3ITk7i2GfnWex5hzkmG5xz,Taiwasho,https://i.scdn.co/image/ab67616d0000b27384eac8e1fb0be8d77a502da9
3Q0hkFuZfjNDlXOmUstbYU,"Das Rheingold, WWV 86A / Scene II: Sanft schloß Schlaf dein Aug' - Remastered 2022",https://i.scdn.co/image/ab67616d0000b2730d9d0fa7d834988f96a97f0b
3SVAN3BRByDmHOhKyIDxfC,Karma Police,https://i.scdn.co/image/ab67616d0000b273adb1732fa8d44b8eb2f6c0bf
3VhDE4elaX1EZ6DBJdMRUt,The Boxer,https://i.scdn.co/image/ab67616d0000b2735d03cef675e565a7e28c8f0b
3dAmCsvEXtABTKj5DnDUDV,Blues For Basie,https://i.scdn.co/image/ab67616d0000b2738150468565cd7b8e497e1b56
3lyLqIn8mybyEFTs8JJaLf,Home,https://i.scdn.co/image/ab67616d0000b273c6ad2b2b62b581a23a7c1759
3n5fXGiNMGS9QWJJTk13N4,Live With Me,https://i.scdn.co/image/ab67616d0000b273a0a2272525c80343c1bad0d8
3pC8tUjIZPORslYYmJbJcz,Sinking Ship,https://i.scdn.co/image/ab67616d0000b273e3f872248a0d556b318f10d2
3xSQkm3K4hHcxLabeYbGB3,Bird With A Broken Wing,https://i.scdn.co/image/ab67616d0000b27347a7b58f664585430ced451e
40KBTAVPWIYUBwELheOZ1C,Who Am I?,https://i.scdn.co/image/ab67616d0000b273fbb690abbb502edd3c70f933
40ivgem49lDsPqJAKZLOr1,"Sure To Fall (In Love With You) - Live At The BBC For ""Pop Go The Beatles"" / 18th June, 1963",https://i.scdn.co/image/ab67616d0000b273c4821abf3351f0eedd6aff3b
46KDhb0puoTbMNui2qNBmj,To Love a Boy,https://i.scdn.co/image/ab67616d0000b2739373644bf6e7997321c4ab4c
47HzrbMzCpr28jpzBmz0ns,Bluebird - Remastered 2010,https://i.scdn.co/image/ab67616d0000b2732c4e4bee3e4812746939575b
47Za9fjjF22Dkm8tI1yWEE,See What Love Did to Me,https://i.scdn.co/image/ab67616d0000b27352353cb4c45a1c3ad40915da
48X4D1FYOShPz2VF3YdfCF,House Of Cards,https://i.scdn.co/image/ab67616d0000b273de3c04b5fc750b68899b20a9
